1,45.1
6,48.7
2,49.1
5,51.0
7,51.5
0,52.2
3,54.7
4,56.7
1,58.3
6,69.6
2,71.0
1,71.6
5,74.0
7,80.3
0,83.7
1,96.9
3,99.2
6,104.4
4,110.6
5,127.1
2,128.5
1,176.5
3,225.9
7,230.2
0,240.4
1,242.2
2,242.6
6,243.9
5,250.5
3,252.5
7,254.3
2,259.2
1,260.9
6,262.4
0,262.5
4,264.8
3,270.7
5,271.1
7,273.4
2,277.0
1,277.6
6,283.0
1,314.8
2,378.9
1,389.9
0,391.1
5,397.9
4,400.1
1,404.5
0,405.3
6,416.4
7,420.7
3,432.3
5,450.3
1,462.9
7,496.9
3,498.2
2,508.0
6,513.2
7,516.0
3,516.7
2,533.4
1,534.3
0,544.6
4,554.4
5,588.5
7,600.5
3,603.3
6,606.7
1,633.8
0,639.6
5,647.2
2,649.3
1,651.9
6,658.0
0,661.6
2,668.7
1,669.2
5,671.9
4,675.1
0,689.8
7,698.2
2,763.0
6,765.5
1,771.5
7,771.6
3,772.1
2,789.2
1,821.4
0,827.5
5,836.4
4,842.2
6,842.6
1,843.7
0,847.2
3,848.0
2,849.5
7,850.8
6,872.7
0,875.3
1,877.4
5,879.8
2,883.6
4,894.0
0,894.8
3,899.6
7,910.7
1,984.7
5,990.4
2,995.0
6,999.4
1,1000.8
0,1009.5
5,1011.2
7,1021.5
2,1083.7
1,1084.6
0,1085.7
4,1089.9
6,1097.0
0,1118.1
5,1121.0
1,1122.5
7,1123.0
3,1127.4
4,1129.1
2,1131.6
0,1134.9
6,1137.4
1,1137.8
7,1156.6
4,1168.2
3,1172.4
5,1206.6
1,1215.6
2,1225.1
6,1231.6
1,1247.1
2,1255.2
0,1277.1
3,1316.0
7,1323.3
3,1345.0
6,1349.2
2,1350.4
1,1352.7
7,1353.8
5,1361.7
0,1372.7
3,1383.3
1,1387.7
5,1399.6
2,1419.4
1,1431.5
6,1432.5
7,1434.4
2,1442.2
0,1443.4
1,1448.8
5,1453.8
6,1454.6
4,1463.3
7,1466.9
3,1470.8
0,1474.8
2,1483.1
1,1487.7
7,1497.0
3,1498.5
6,1500.9
7,1528.0
1,1547.2
5,1566.1
2,1583.1
0,1625.1
4,1630.9
1,1633.1
5,1659.0
6,1662.2
1,1663.7
3,1668.1
2,1668.1
7,1673.1
0,1686.5
5,1692.7
1,1693.8
2,1705.3
6,1705.6
7,1713.3
3,1718.5
4,1748.6
0,1758.2
5,1767.2
1,1772.7
7,1781.4
3,1782.5
6,1869.3
0,1872.3
2,1872.6
1,1874.3
7,1876.4
3,1877.0
5,1892.9
6,1894.2
2,1900.4
1,1955.3
5,1959.0
0,1968.0
7,1968.3
1,1970.0
3,1971.9
5,1972.0
2,1975.6
4,1975.7
6,1976.1
1,1996.2
0,2030.6
5,2030.7
7,2080.7
2,2090.4
3,2093.9
6,2094.0
1,2097.1
2,2102.1
5,2104.0
7,2105.4
0,2107.2
4,2107.8
6,2107.9
1,2109.2
2,2116.5
5,2117.5
0,2117.7
1,2117.7
4,2118.6
3,2120.5
6,2122.9
5,2130.6
1,2131.4
2,2132.9
7,2133.8
0,2138.0
4,2148.3
1,2155.0
1,2252.8
0,2255.2
4,2258.8
5,2263.3
7,2267.2
3,2269.1
1,2270.9
6,2270.9
2,2272.3
0,2282.1
7,2283.9
5,2285.1
1,2287.0
2,2287.2
6,2289.3
3,2295.9
4,2298.5
7,2317.4
1,2322.5
0,2337.8
1,2416.4
6,2426.8
2,2429.7
3,2432.2
7,2432.5
5,2435.6
0,2436.6
1,2436.9
6,2453.5
2,2459.4
7,2460.1
3,2463.5
1,2481.6
0,2502.4
5,2508.3
4,2510.8
0,2528.5
2,2557.0
6,2558.8
1,2560.8
7,2573.8
5,2579.5
6,2582.3
1,2583.5
2,2584.0
3,2586.2
0,2586.6
4,2594.0
7,2614.8
5,2631.8
1,2689.3
7,2693.8
3,2696.2
6,2699.6
0,2699.8
2,2700.3
1,2709.8
4,2710.3
5,2717.3
0,2720.5
7,2723.1
3,2731.8
1,2736.9
2,2737.7
6,2742.1
5,2744.2
0,2745.4
1,2752.6
7,2755.8
2,2760.5
5,2761.2
4,2764.1
1,2768.8
6,2772.8
0,2774.4
5,2784.2
1,2797.2
2,2807.2
7,2911.4
3,2920.9
6,2928.8
2,2930.9
1,2932.7
7,2952.6
2,2954.5
6,2955.6
1,2964.8
0,2966.8
5,2967.3
4,2978.6
0,2983.4
1,2985.9
