22,111.8
29,112.1
28,112.6
14,113.0
21,113.4
15,114.3
27,114.4
13,114.4
20,114.7
12,115.7
6,115.7
23,116.0
4,116.2
30,116.2
31,117.3
5,117.3
25,117.5
18,117.6
22,118.0
19,118.2
7,118.7
29,118.8
28,119.1
21,119.8
14,119.9
8,120.1
24,120.3
26,120.4
15,120.7
10,120.8
27,121.2
11,121.3
13,121.4
20,122.1
17,122.5
6,122.6
22,122.7
12,122.9
23,123.2
2,123.2
5,123.5
18,123.7
19,124.1
25,124.6
3,125.1
28,126.4
29,126.6
4,126.9
10,127.1
27,127.4
30,127.5
16,127.6
11,127.9
21,128.0
14,128.2
22,128.3
15,128.3
6,129.2
9,129.2
13,129.3
12,129.8
8,129.8
20,129.9
24,129.9
1,130.2
7,130.3
31,130.3
26,130.6
2,130.7
17,130.7
18,131.0
23,131.7
25,132.2
19,132.3
28,132.8
5,133.0
3,133.7
10,134.1
29,134.4
11,135.3
27,135.4
22,135.6
14,135.6
21,135.6
12,136.0
20,136.8
18,136.9
15,137.9
13,138.0
2,138.1
19,138.9
16,139.1
17,140.5
4,140.7
24,142.6
0,143.0
5,143.1
8,143.2
6,143.7
1,143.9
10,144.7
21,145.4
14,145.5
28,145.6
27,145.8
3,145.9
22,146.3
30,147.5
23,148.0
26,148.2
12,148.5
29,148.6
19,148.7
18,148.7
25,150.1
20,150.7
11,150.7
13,150.9
2,151.5
9,152.2
31,152.6
17,154.4
15,156.3
10,156.4
16,157.7
28,158.8
21,159.9
24,160.0
7,160.1
27,162.3
14,163.2
22,163.5
18,163.9
19,164.4
12,166.5
5,168.1
3,168.1
8,169.0
20,169.5
29,169.7
2,170.9
11,171.8
13,172.0
10,173.3
17,176.6
6,178.7
21,179.0
27,179.9
18,180.3
19,181.3
24,181.9
28,181.9
14,181.9
26,182.1
4,182.8
16,183.7
15,184.3
12,185.7
22,185.8
25,185.9
1,187.9
20,190.0
10,191.3
2,192.4
29,192.6
30,193.8
3,193.9
13,194.3
28,195.1
22,195.1
27,195.7
11,195.7
5,196.1
21,196.1
14,196.5
23,196.5
18,198.2
19,199.6
17,199.9
24,200.4
15,200.5
12,200.8
29,201.2
9,201.7
8,202.2
6,202.4
4,202.6
22,202.6
31,202.7
20,204.0
16,204.5
28,204.7
7,205.2
14,205.9
21,206.4
27,206.7
26,206.8
13,207.7
25,209.0
10,211.4
30,211.6
15,214.1
5,214.6
23,216.0
2,217.2
17,217.4
18,219.2
6,220.0
19,220.7
29,221.3
22,221.8
12,223.7
11,224.0
28,224.5
3,225.0
14,226.0
20,229.9
27,229.9
21,230.4
10,234.4
13,234.8
8,240.5
18,243.1
19,245.1
15,245.2
2,247.1
24,247.4
22,247.5
14,248.2
4,248.5
26,249.0
5,250.3
17,250.4
12,250.6
29,250.8
28,253.0
27,255.1
21,256.7
11,259.7
25,260.2
20,260.2
10,261.5
3,265.9
13,266.2
6,266.3
16,269.1
18,271.8
14,274.5
22,274.5
19,274.6
29,276.9
28,277.6
23,277.7
15,278.8
31,278.9
30,279.2
12,279.5
27,279.6
21,279.7
22,282.2
7,282.2
4,282.6
20,282.6
1,283.3
13,284.0
14,284.8
2,285.3
8,285.6
17,285.9
6,286.2
26,288.1
9,288.7
5,288.7
28,289.4
29,289.5
21,289.9
10,290.5
22,290.9
25,291.8
27,292.0
30,292.8
18,292.9
11,294.0
15,294.1
13,295.3
19,296.4
24,296.4
14,297.5
20,298.0
12,301.1
31,301.6
23,301.9
28,304.1
8,311.7
21,313.4
29,313.6
22,315.5
27,316.1
17,318.5
26,320.0
4,323.1
6,323.4
10,324.5
14,324.7
18,325.2
3,325.7
13,329.5
19,331.1
28,333.3
20,338.6
15,339.0
2,339.3
